From Bus  Number,From Bus  Name,To Bus  Number,To Bus  Name,Id,Name,Term Node Num (From),Term Node Name (From),Term Node Num (To),Term Node Name (To),In Service,Metered,Winding 1 Side,Controlled Bus,Controlled Bus Side,Controlled Node Number,Controlled Bus Section,Tap Positions,Control Mode,Auto Adjust,Winding I/O Code,Impedance I/O Code,Admittance I/O Code,Specified R (pu or watts),Specified X (pu),RATE1 (MVA),RATE2 (MVA),RATE3 (MVA),Magnetizing G (pu or watts),Magnetizing B (pu),Owner 1,Fraction 1,Owner 2,Fraction 2,Owner 3,Fraction 3,Owner 4,Fraction 4,Winding  MVA Base,Wnd 1 Ratio  (pu or kV),Wnd 1 Nominal kV,Wnd 1 Angle (degrees),Wnd 2 Ratio  (pu or kV),Wnd 2 Nominal kV,"Rmax (pu, kV, deg)","Rmin (pu, kV, deg)","Vmax (pu, Mvar, MW)","Vmin (pu, Mvar, MW)",Wnd Connect Angle (deg),Load Drop Comp R (pu),Load Drop Comp X (pu),Impedance table,R (table corrected pu or watts),X (table corrected pu),Vector Group,Edit Vector Group,Connection Code,Edit Connection Code,Leakage impedance I/O code,Grounding impedance I/O code,RG1,XG1,R01 (pu),X01 (pu),RG2,XG2,R02 (pu),X02 (pu),RNutrl,XNutrl,RATE4 (MVA),RATE5 (MVA),RATE6 (MVA),RATE7 (MVA),RATE8 (MVA),RATE9 (MVA),RATE10 (MVA),RATE11 (MVA),RATE12 (MVA),Zbase,R (ohm),X (ohm)
65636,E1_WARE11   132.00,65638,E1_WARE31   33.000,1,T8A6,,,,,1,1,1,65638,0,0,65638,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0156,0.333001,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0156,0.333,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0156,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,9.06048,193.4064
65636,E1_WARE11   132.00,65638,E1_WARE31   33.000,T8,T8A5,,,,,1,1,1,65638,0,0,65638,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0228,0.346998,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0228,0.347,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0228,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,13.24224,201.5376
65639,E1_WINH11   132.00,65640,E1_WINH51   11.000,1,T8A8,,,,,1,1,1,65640,0,0,65640,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0303,0.695,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.04,132,30,1,11,1.1,0.8,1.02,0.98,0,0,0,0,0.0303,0.695,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0303,0.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,17.59824,403.656
65639,E1_WINH11   132.00,65640,E1_WINH51   11.000,T8,T8A7,,,,,1,1,1,65640,0,0,65640,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0303,0.707001,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.04,132,30,1,11,1.1,0.8,1.02,0.98,0,0,0,0,0.0303,0.707,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0303,0.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,17.59824,410.6256
65641,E1_WOCO11   132.00,65642,E1_WOCO31   33.000,1,T8H4,,,,,1,1,1,65642,0,0,65642,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0083,0.24,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.02,132,30,1,33,1.1,0.9,1.02,0.98,0,0,0,0,0.0083,0.24,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0071,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,4.12368,118.4832
65641,E1_WOCO11   132.00,65642,E1_WOCO31   33.000,3,T8H5,,,,,1,1,1,65642,0,0,65642,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0383,0.25,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.02,132,30,1,33,1.1,0.9,1.02,0.98,0,0,0,0,0.0383,0.25,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0083,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,4.82064,136.488
65641,E1_WOCO11   132.00,65642,E1_WOCO31   33.000,T8,T86H,,,,,1,1,1,65642,0,0,65642,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0083,0.2417,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.02,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0083,0.2417,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0071,0.2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,4.12368,119.29632
65643,E1_WYTC11   132.00,65645,E1_WYTC51   11.000,T8,T8L5,,,,,1,1,1,65645,0,0,65645,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.03,0.652999,40,40,40,0,0,1,1,0,1,0,1,0,1,40,1.04,132,30,1,11,1.1,0.8,1.02,0.98,0,0,0,0,0.03,0.653,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.03,0.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.6,13.068,284.4468
65644,E1_WYTC12   132.00,65645,E1_WYTC51   11.000,T8,T8L6,,,,,1,1,1,65645,0,0,65645,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.03,0.647,40,40,40,0,0,1,1,0,1,0,1,0,1,40,1.04,132,30,1,11,1.1,0.8,1.02,0.98,0,0,0,0,0.03,0.647,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.03,0.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.6,13.068,281.8332
65646,E1_YEOV11-S 132.00,65647,E1_YEOV31   33.000,1,T8H2,,,,,1,1,1,65647,0,0,65647,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0085,0.2283,17318.3,17318.3,17318.3,0,0,1,1,0,1,0,1,0,1,60,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0085,0.2283,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0085,0.2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.4684,66.29832
65646,E1_YEOV11-S 132.00,65647,E1_YEOV31   33.000,3,T8H3,,,,,1,1,1,65647,0,0,65647,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0074,0.2496,17318.3,17318.3,17318.3,0,0,1,1,0,1,0,1,0,1,90,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0074,0.2496,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0074,0.2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,1.43264,48.32256
65646,E1_YEOV11-S 132.00,65647,E1_YEOV31   33.000,T8,T8H1,,,,,1,1,1,65647,0,0,65647,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0106,0.209999,17318.3,17318.3,17318.3,0,0,1,1,0,1,0,1,0,1,60,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0106,0.21,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0106,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,3.07824,60.984
65652,E7_HIKP81   23.500,600358,E7_SHUR4_R2 400.00,U6,U615_2,,,,,0,0,0,0,0,0,,18,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.000081,0.00619,2100,2100,2100,0,0,1,1,0,1,0,1,0,1,2100,1,400,30,1,23,1.075,0.8625,1.1,0.9,0,0,0,0,0.00008,0.00619,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00008,0.00619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26297619,2.10381E-05,0.001627823
65690,E7_HIKP822  23.500,600358,E7_SHUR4_R2 400.00,U6,U616_2,,,,,0,0,0,0,0,0,,18,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.000081,0.00619,2100,2100,2100,0,0,1,1,0,1,0,1,0,1,2100,1,400,30,1,23,1.075,0.8625,1.1,0.9,0,0,0,0,0.00008,0.00619,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00008,0.00619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26297619,2.10381E-05,0.001627823
66017,A7_ACTL71   22.000,76214,A7_WISD6_M1 66.000,1,T70R,,,,,1,0,0,66017,0,0,66017,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0179,0.482501,40,40,40,0,0,1,1,0,1,0,1,0,1,40,0.98,66,30,1,22,1.1,0.8,1.02,0.98,0,0,0,0,0.0179,0.4825,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0179,0.4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0.21659,5.83825
66017,A7_ACTL71   22.000,76214,A7_WISD6_M1 66.000,T7,T70Q,,,,,1,0,0,66017,0,0,66017,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0144,0.478001,40,40,40,0,0,1,1,0,1,0,1,0,1,40,0.98,66,30,1,22,1.1,0.8,1.02,0.98,0,0,0,0,0.0144,0.478,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0144,0.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0.17424,5.7838
66018,A7_ACTL72   22.000,76214,A7_WISD6_M1 66.000,3,T70S,,,,,1,0,0,66018,0,0,66018,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0179,0.4813,40,40,40,0,0,1,1,0,1,0,1,0,1,40,0.97,66,30,1,22,1.1,0.8,1.02,0.98,0,0,0,0,0.0179,0.4813,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0179,0.4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0.21659,5.82373
66018,A7_ACTL72   22.000,76214,A7_WISD6_M1 66.000,T7,T70P,,,,,1,0,0,66018,0,0,66018,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0179,0.4813,40,40,40,0,0,1,1,0,1,0,1,0,1,40,0.97,66,30,1,22,1.1,0.8,1.02,0.98,0,0,0,0,0.0179,0.4813,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0179,0.4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0.21659,5.82373
66020,F6_BAST11   132.00,66023,F6_BAST31   33.000,T8,T8Q2,,,,,1,1,1,66023,0,0,66023,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.010933,0.25517,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.03,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.01093,0.25517,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0093,0.21689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,5.40144,125.969712
66021,F6_BAST12   132.00,66023,F6_BAST31   33.000,T8,T8Q3,,,,,1,1,1,66023,0,0,66023,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.010867,0.2565,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.03,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.01087,0.2565,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00923,0.21803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,5.360784,126.631824
66024,F6_BOWX11   132.00,66026,F6_BOWX31   33.000,T8,T8K3,,,,,1,1,1,66026,0,0,66026,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003925,0.250639,40,40,40,0,0,1,1,0,1,0,1,0,1,40,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00393,0.25064,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00335,0.21304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.6,1.45926,92.800224
66025,F6_BOWX12   132.00,66026,F6_BOWX31   33.000,T8,T8K4,,,,,1,1,1,66026,0,0,66026,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0039,0.2498,17318.3,17318.3,17318.3,0,0,1,1,0,1,0,1,0,1,40,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0039,0.2498,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0033,0.21233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.6,1.43748,92.490948
66027,F6_CAOR11   132.00,66028,F6_CAOR31   33.000,1,T8P5,,,,,1,1,1,66028,0,0,66028,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003044,0.28998,45,45,45,0,0,1,1,0,1,0,1,0,1,45,1.02,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00304,0.28998,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0026,0.24649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.2,1.00672,95.440928
66027,F6_CAOR11   132.00,66028,F6_CAOR31   33.000,T8,T8P4,,,,,1,1,1,66028,0,0,66028,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0036,0.24575,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.02,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0036,0.24575,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00307,0.20889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0.891528,60.661656
66029,F6_ERNE11   132.00,66032,F6_ERNE31   33.000,T8,T8N3,,,,,1,1,1,66032,0,0,66032,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004022,0.24941,45,45,45,0,0,1,1,0,1,0,1,0,1,45,1.02,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00402,0.24941,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00342,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.2,1.324224,82.0864
66030,F6_ERNE12   132.00,66032,F6_ERNE31   33.000,T8,T8N4,,,,,1,1,1,66032,0,0,66032,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.002667,0.248431,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.02,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00267,0.24843,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00227,0.21117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0.659208,61.323768
66033,F6_EXEC11   132.00,66035,F6_EXEC31   33.000,T8,T8J0,,,,,1,1,1,66035,0,0,66035,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.007644,0.277779,45,45,45,0,0,1,1,0,1,0,1,0,1,45,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00764,0.27778,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00649,0.23611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.2,2.512928,91.421792
66034,F6_EXEC12   132.00,66035,F6_EXEC31   33.000,T8,T8J1,,,,,1,1,1,66035,0,0,66035,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.007578,0.277781,45,45,45,0,0,1,1,0,1,0,1,0,1,45,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00758,0.27778,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00644,0.23611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.2,2.493568,91.421792
66037,F6_EXET31   33.000,66260,F6_EXET1_M1 132.00,T8,T8H6,,,,,1,0,0,66037,0,0,66037,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0083,0.2383,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0083,0.2383,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0071,0.2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,0.25773,7.35438
66038,F6_EXET32   33.000,66260,F6_EXET1_M1 132.00,T8,T8H7,,,,,1,0,0,66038,0,0,66038,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.00475,0.24762,40,40,40,0,0,1,1,0,1,0,1,0,1,40,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00475,0.24762,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00403,0.21048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.225,0.10971675,5.730318
66039,F6_EXET4_M1 400.00,66040,F6_EXET83   7.9000,W8,EXET4 SCT 3,,,,,1,1,1,0,0,0,,2,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003995,0.0799,170,170,170,0.0007,-0.00155,1,1,0,1,0,1,0,1,170,1,400,30,1,7.9,1,1,1.1,0.9,0,0,0,0,0.004,0.0799,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.002,0.07998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.1764706,1.882352941,75.27529412
66039,F6_EXET4_M1 400.00,66041,F6_EXET85   7.9000,W8,EXET4 SCT 5,,,,,0,1,1,0,0,0,,2,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003995,0.0799,170,170,170,0.0007,-0.00155,1,1,0,1,0,1,0,1,170,1,400,30,1,7.9,1,1,1.1,0.9,0,0,0,0,0.004,0.0799,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.002,0.07998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941.1764706,1.882352941,75.27529412
66042,F6_EXGN11   132.00,66043,F6_EXGN71   22.000,T8,T8HA,,,,,1,1,1,66043,0,0,66043,19,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0,0.214,70,70,70,0,0,1,1,0,1,0,1,0,1,70,1.01,132,30,1,22,1.05,0.87,1.02,0.98,0,0,0,0,0,0.214,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.9142857,0,53.26765714
66044,F6_EXMO11   132.00,66046,F6_EXMO31   33.000,T8,T8H8,,,,,1,1,1,66046,0,0,66046,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.014711,0.28,22.5,22.5,22.5,0,0,1,1,0,1,0,1,0,1,22.5,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.01471,0.28,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.4,0,184.3072
66045,F6_EXMO12   132.00,66046,F6_EXMO31   33.000,T8,T8H9,,,,,1,1,1,66046,0,0,66046,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.015511,0.28889,22.5,22.5,22.5,0,0,1,1,0,1,0,1,0,1,22.5,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.01551,0.28889,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0132,0.24556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.4,10.22208,190.161664
66047,F6_EYEL11   132.00,66048,F6_EYEL31   33.000,1,T8Q1,,,,,1,1,1,66048,0,0,66048,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.021,0.2713,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.03,132,30,1,33,1.1,0.9,1.02,0.98,0,0,0,0,0.021,0.2713,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.01783,0.23061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,10.355664,133.938288
66047,F6_EYEL11   132.00,66048,F6_EYEL31   33.000,T8,T8Q0,,,,,1,1,1,66048,0,0,66048,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.021333,0.2666,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.03,132,30,1,33,1.1,0.9,1.02,0.98,0,0,0,0,0.02133,0.2666,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.01813,0.22661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,10.529904,131.615088
66051,F6_FRAD1A   132.00,66053,F6_FRAD31   33.000,T8,T8QD,,,,,1,1,1,66053,0,0,66053,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004867,0.32663,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00487,0.32663,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00413,0.27764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,2.398704,161.253312
66052,F6_FRAD1B   132.00,66054,F6_FRAD32   33.000,T8,T8QK,,,,,1,1,1,66054,0,0,66054,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.00485,0.321131,40,40,40,0,0,1,1,0,1,0,1,0,1,40,1.01,132,30,1,33,1.1,0.8,1.05,0.95,0,0,0,0,0.00485,0.32113,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00413,0.27296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.6,1.799028,118.901376
66056,F6_HAYL11   132.00,66057,F6_HAYL31   33.000,1,T8P3,,,,,1,1,1,66057,0,0,66057,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0072,0.2738,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0072,0.2738,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0061,0.23273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,3.54288,135.169584
66056,F6_HAYL11   132.00,66057,F6_HAYL31   33.000,T8,T8P2,,,,,1,1,1,66057,0,0,66057,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0072,0.2738,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0072,0.2738,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0061,0.23273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,3.54288,135.169584
66059,F6_INDQ4_MC 400.00,66060,F6_INDQ81   15.750,U8,U873,,,,,1,1,1,0,0,0,,14,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.001031,0.038192,2040,2040,2040,0,0,1,1,0,1,0,1,0,1,204,1,400,30,1,15.75,1.0625,0.9,1.01,0.99,0,0,0,0,0.00103,0.03819,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00099,0.03392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.3137255,0.776470588,26.60392157
66059,F6_INDQ4_MC 400.00,601069,F6_TERM     33.000,0,SGTX,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003405,0.119911,150,150,150,0.00064,-0.00345,1,1,0,1,0,1,0,1,150,1,400,30,1,33,1.1002,0.7996,1.1,0.9,0,0,0,0,0.0034,0.11991,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0034,0.10079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066.666667,3.626666667,107.5093333
66061,F6_LAGA4_M1 400.00,66062,F6_LAGA8A   19.000,UL,LAGA-GT11,,,,,1,1,1,66061,1,0,66061,25,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.00084,0.049542,3450,3450,3450,0,0,1,1,0,1,0,1,0,1,345,0.975,400,30,1,19,1.15,0.85,1.0225,1.0025,0,0,0,0,0.00084,0.04954,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00083,0.04928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.7681159,0.384927536,22.85449275
66061,F6_LAGA4_M1 400.00,66063,F6_LAGA8S   21.000,UL,LAGA-ST18,,,,,1,1,1,66061,1,0,66061,25,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.00065,0.039742,4150,4150,4150,0,0,1,1,0,1,0,1,0,1,415,0.975,400,30,1,21,1.15,0.85,1.0225,1.0025,0,0,0,0,0.00065,0.03974,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00065,0.03976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.5421687,0.25060241,15.32915663
66061,F6_LAGA4_M1 400.00,66263,F6_LAGA8B   19.000,UL,LAGA-GT12,,,,,1,1,1,66061,1,0,66061,25,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.00084,0.049542,3450,3450,3450,0,0,1,1,0,1,0,1,0,1,345,0.975,400,30,1,19,1.15,0.85,1.0225,1.0025,0,0,0,0,0.00084,0.04954,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00083,0.04928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.7681159,0.384927536,22.85449275
66065,F6_LAND1A   132.00,66066,F6_LAND31   33.000,T8,T8QE,,,,,1,1,1,66066,0,0,66066,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.012889,0.25745,22.5,22.5,22.5,0,0,1,1,0,1,0,1,0,1,22.5,1.03,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.01289,0.25745,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.01093,0.21883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.4,8.464192,169.461952
